round,method,score,best_score,params,controller_values,controller_counts
0,random,0.3255821490912669,-1,"{'n_estimators': 50, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': 0.0, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 0, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
1,optuna,0.3080091770308386,0.3255821490912669,"{'n_estimators': 152, 'max_depth': 15, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
2,sh,0.1979544137183398,0.3255821490912669,"{'n_estimators': 50, 'max_depth': 20, 'criterion': 'gini'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
3,hb,0.32420380973879176,0.3255821490912669,"{'n_estimators': 177, 'max_depth': 23, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
4,random,0.22666483435118043,0.3255821490912669,"{'kernel': 'rbf', 'C': 10}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
5,optuna,0.22693214127223804,0.3255821490912669,"{'C': 17.99851762474924, 'kernel': 'rbf'}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 0, 'svm_hb': 0}"
6,sh,0.19607299452531268,0.3255821490912669,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 0}"
7,hb,0.22669896363417355,0.3255821490912669,"{'C': 20.841391405949732, 'kernel': np.str_('rbf')}","{'rf_random': np.float64(-0.34883570181746615), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
8,random,0.30047509728952404,0.3255821490912669,"{'n_estimators': 200, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.37394275361920903), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3515923805224165), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
9,hb,0.3194245920757275,0.3255821490912669,"{'n_estimators': 175, 'max_depth': 17, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(-0.37394275361920903), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
10,random,0.3099032870818795,0.3255821490912669,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.3760263110248864), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 3, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
11,random,0.3186344543709028,0.3255821490912669,"{'n_estimators': 200, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.37270250608321337), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 4, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
12,random,0.30781915098059415,0.3255821490912669,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.37503434447433304), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 5, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
13,random,0.2841063563396087,0.3255821490912669,"{'n_estimators': 50, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.38449316828207464), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.35637159818548075), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 6, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
14,hb,0.3105959605803739,0.3255821490912669,"{'n_estimators': 177, 'max_depth': 28, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(-0.38449316828207464), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3638504250700712), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 6, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 3, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
15,random,0.27955160007436636,0.3255821490912669,"{'n_estimators': 200, 'max_depth': 10, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.39255082993481644), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.3638504250700712), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 7, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 3, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
16,hb,0.2884462963822653,0.3255821490912669,"{'n_estimators': 86, 'max_depth': 29, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(-0.39255082993481644), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.37866467061142073), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 7, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 4, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
17,random,0.3174618974832661,0.3255821490912669,"{'n_estimators': 100, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.38911650182214785), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.37866467061142073), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 8, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 4, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
18,random,0.30758878801906,0.3255821490912669,"{'n_estimators': 100, 'max_depth': 20, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.3886393820598959), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.37866467061142073), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 9, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 4, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
19,random,0.28139158419766575,0.3255821490912669,"{'n_estimators': 50, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(-0.39349712701437317), 'rf_optuna': -0.38398164593832285, 'rf_sh': np.float64(-0.6040911725633205), 'rf_hb': np.float64(-0.37866467061142073), 'svm_random': np.float64(-0.5466703312976391), 'svm_optuna': -0.5461357174555239, 'svm_sh': np.float64(-0.6078540109493746), 'svm_hb': np.float64(-0.546602072731653)}","{'rf_random': 10, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 4, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
0,random,0.9583368809422449,-1,"{'n_estimators': 200, 'max_depth': None, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.0, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 0, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
1,optuna,0.9583368809422449,0.9583368809422449,"{'n_estimators': 155, 'max_depth': 15, 'criterion': 'gini'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': 0.0, 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 0, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
2,sh,0.9545817145817146,0.9583368809422449,"{'n_estimators': 200, 'max_depth': 5, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': 0.0, 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 0, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
3,hb,0.9583368809422449,0.9583368809422449,"{'n_estimators': 191, 'max_depth': 29, 'criterion': np.str_('entropy')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': 0.0, 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 0, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
4,random,0.966680950665625,0.9583368809422449,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.0, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 0, 'svm_sh': 0, 'svm_hb': 0}"
5,optuna,0.9581069958847737,0.966680950665625,"{'C': 2.783520148597212, 'kernel': 'linear'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': 0.0, 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 0, 'svm_hb': 0}"
6,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': 0.0}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 0}"
7,hb,0.9584731091244502,0.966680950665625,"{'C': 1.8251837494035694, 'kernel': np.str_('rbf')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9169462182489003)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 1, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
8,random,0.966680950665625,0.966680950665625,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9169462182489003)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 1, 'svm_hb': 1}"
9,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9169462182489003)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 1}"
10,hb,0.9583368809422449,0.966680950665625,"{'C': 0.415124865998659, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9168099900666951)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 2, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
11,random,0.966680950665625,0.966680950665625,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9168099900666951)}","{'rf_random': 1, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
12,random,0.9583368809422449,0.966680950665625,"{'n_estimators': 100, 'max_depth': 5, 'criterion': 'gini'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9166737618844898), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9168099900666951)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 1, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
13,hb,0.9501974341821086,0.966680950665625,"{'n_estimators': 144, 'max_depth': 26, 'criterion': np.str_('gini')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9168099900666951)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 2, 'svm_hb': 2}"
14,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9168099900666951)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 1, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 2}"
15,sh,0.9545817145817146,0.966680950665625,"{'n_estimators': 200, 'max_depth': 5, 'criterion': 'entropy'}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9168099900666951)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 2}"
16,hb,0.966680950665625,0.966680950665625,"{'C': 0.1195588692144345, 'kernel': np.str_('linear')}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9223272938215467)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 3, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
17,random,0.966680950665625,0.966680950665625,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9223272938215467)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 4, 'svm_optuna': 1, 'svm_sh': 3, 'svm_hb': 3}"
18,sh,0.9664335664335664,0.966680950665625,"{'kernel': 'linear', 'C': 1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9223272938215467)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 4, 'svm_optuna': 1, 'svm_sh': 4, 'svm_hb': 3}"
19,random,0.966680950665625,0.966680950665625,"{'kernel': 'linear', 'C': 0.1}","{'rf_random': np.float64(0.9166737618844898), 'rf_optuna': 0.9166737618844898, 'rf_sh': np.float64(0.9091634291634292), 'rf_hb': np.float64(0.9085343151243535), 'svm_random': np.float64(0.93336190133125), 'svm_optuna': 0.9162139917695473, 'svm_sh': np.float64(0.9328671328671327), 'svm_hb': np.float64(0.9223272938215467)}","{'rf_random': 2, 'rf_optuna': 1, 'rf_sh': 2, 'rf_hb': 2, 'svm_random': 5, 'svm_optuna': 1, 'svm_sh': 4, 'svm_hb': 3}"
